microcanonical number of states:
    E, kcal/mol          rxn_2          rxn_4          rxn_7          rxn_1          rxn_5
              2    6.41812e+18    2.72193e-11        562.555     0.00461818
              3    1.17425e+19    2.50833e-10         1101.9         1.4504
              4    2.11729e+19    1.46805e-09        2065.69        68.6629
              5    3.76565e+19    6.56722e-09        3702.11        711.947
              6    6.61125e+19    2.45325e-08        6355.01        3664.66
              7    1.14662e+20    8.04248e-08        10482.4        12973.9
              8    1.96576e+20    2.38642e-07        16674.8        36419.6
              9    3.33327e+20    6.54327e-07        25672.4        87304.5
             10    5.59346e+20    1.68217e-06        38382.4         186564
             11    9.29343e+20    4.09853e-06        55893.5         365088
             12    1.52953e+21    9.54132e-06        79490.3         666177
             13    2.49465e+21    2.13581e-05         110665    1.14809e+06
             14    4.03371e+21     4.6204e-05         151128    1.88658e+06
             15    6.46849e+21    9.69916e-05         202817    2.97743e+06
             16    1.02909e+22    0.000198236         267904    4.53876e+06
             17    1.62477e+22    0.000395588         348801    6.71332e+06
             18    2.54654e+22    0.000772564         448164    9.67048e+06
             19    3.96325e+22     0.00147955         568897    1.36081e+07
             20    6.12641e+22     0.00278336         714152    1.87539e+07
             21    9.40854e+22     0.00515108         887331    2.53673e+07
             22    1.43582e+23     0.00938994    1.09208e+06    3.37399e+07
             23    2.17789e+23      0.0168782     1.3323e+06    4.41969e+07
             24    3.28412e+23       0.029941    1.61214e+06    5.70974e+07
             25    4.92417e+23      0.0524514    1.93596e+06     7.2835e+07
             26    7.34273e+23      0.0907715    2.30839e+06    9.18377e+07
             27     1.0891e+24       0.155187    2.73429e+06    1.14569e+08
             28    1.60709e+24       0.262033    3.21873e+06    1.41525e+08
             29    2.35959e+24       0.436747      3.767e+06    1.73237e+08
             30    3.44768e+24       0.718163    4.38463e+06    2.10271e+08
             31    5.01383e+24        1.16437    5.07734e+06    2.53225e+08
             32    7.25814e+24        1.86051    5.85106e+06    3.02728e+08
             33    1.04604e+25        2.92905    6.71191e+06    3.59441e+08
             34    1.50105e+25        4.54277    7.66621e+06    4.24057e+08
             35    2.14493e+25        6.94124    8.72044e+06    4.97296e+08
             36     3.0525e+25        10.4511    9.88129e+06    5.79907e+08
             37    4.32678e+25        15.5108    1.11556e+07    6.72665e+08
             38    6.10924e+25        22.7002    1.25503e+07    7.76372e+08
             39    8.59343e+25        32.7757    1.40726e+07    8.91854e+08
             40    1.20432e+26        46.7117    1.57299e+07    1.01996e+09
             41    1.68173e+26         65.748    1.75294e+07    1.16156e+09
             42    2.34014e+26        91.4445    1.94788e+07    1.31754e+09
             43    3.24519e+26        125.744    2.15858e+07    1.48881e+09
             44    4.48523e+26        171.042    2.38583e+07    1.67631e+09
             45    6.17886e+26        230.266     2.6304e+07    1.88097e+09
             46    8.48484e+26         306.96     2.8931e+07    2.10374e+09
             47    1.16151e+27        405.386    3.17475e+07    2.34561e+09
             48    1.58516e+27        530.625    3.47616e+07    2.60756e+09
             49    2.15688e+27        688.693    3.79817e+07    2.89057e+09
             50    2.92624e+27        886.668    4.14162e+07    3.19566e+09
             51    3.95868e+27        1132.82    4.50733e+07    3.52383e+09
             52     5.3404e+27        1436.76    4.89618e+07    3.87611e+09
             53    7.18465e+27         1809.6    5.30901e+07    4.25351e+09
             54    9.63985e+27        2264.09    5.74669e+07    4.65707e+09
             55       1.29e+28        2814.82    6.21008e+07    5.08782e+09
             56    1.72183e+28         3478.4    6.70005e+07    5.54679e+09
             57     2.2924e+28        4273.64    7.21749e+07    6.03503e+09
             58    3.04448e+28        5221.75    7.76326e+07    6.55356e+09
             59    4.03347e+28        6346.57    8.33826e+07    7.10343e+09
             60    5.33099e+28        7674.76    8.94336e+07    7.68567e+09
             61    7.02941e+28        9236.06    9.57946e+07    8.30131e+09
             62    9.24766e+28        11063.5    1.02474e+08    8.95137e+09
             63    1.21385e+29        13193.6    1.09482e+08     9.6369e+09
             64    1.58977e+29        15666.8    1.16826e+08    1.03589e+10
             65    2.07758e+29        18527.5    1.24515e+08    1.11184e+10
             66    2.70928e+29        21824.3    1.32559e+08    1.19164e+10
             67    3.52563e+29        25610.6    1.40966e+08    1.27538e+10
             68    4.57851e+29        29944.4    1.49745e+08    1.36318e+10
             69    5.93375e+29          34889    1.58906e+08    1.45512e+10
             70    7.67483e+29        40513.1    1.68456e+08    1.55131e+10
             71    9.90733e+29        46890.9    1.78404e+08    1.65184e+10
             72    1.27646e+30        54102.7    1.88761e+08    1.75681e+10
             73    1.64147e+30        62235.2    1.99534e+08     1.8663e+10
             74    2.10693e+30        71381.3    2.10731e+08    1.98043e+10
             75    2.69941e+30        81641.1    2.22363e+08    2.09926e+10
             76    3.45227e+30        93121.6    2.34437e+08    2.22291e+10
             77    4.40724e+30         105937    2.46962e+08    2.35146e+10
             78    5.61655e+30         120210    2.59948e+08    2.48499e+10
             79    7.14536e+30         136071    2.73401e+08    2.62359e+10
             80    9.07491e+30         153658    2.87332e+08    2.76736e+10
             81    1.15063e+31         173118    3.01749e+08    2.91636e+10
             82    1.45651e+31         194607    3.16659e+08     3.0707e+10
             83    1.84072e+31         218291    3.32072e+08    3.23045e+10
             84    2.32257e+31         244343    3.47995e+08    3.39568e+10
             85    2.92595e+31         272949    3.64438e+08    3.56648e+10
             86    3.68037e+31         304302    3.81409e+08    3.74294e+10
             87    4.62224e+31         338606    3.98915e+08    3.92511e+10
             88    5.79642e+31         376078    4.16965e+08    4.11308e+10
             89    7.25809e+31         416942    4.35566e+08    4.30692e+10
             90    9.07505e+31         461436    4.54728e+08    4.50671e+10
             91    1.13305e+32         509807    4.74458e+08     4.7125e+10
             92    1.41264e+32         562315    4.94764e+08    4.92438e+10
             93    1.75875e+32         619231    5.15654e+08    5.14241e+10
             94    2.18663e+32         680838    5.37136e+08    5.36665e+10
             95     2.7149e+32         747432    5.59218e+08    5.59716e+10
             96    3.36626e+32         819321    5.81906e+08    5.83402e+10
             97    4.16834e+32         896825    6.05209e+08    6.07729e+10
             98    5.15477e+32         980276    6.29135e+08    6.32701e+10
             99    6.36639e+32    1.07002e+06    6.53691e+08    6.58325e+10
            100    7.85276e+32    1.16642e+06    6.78885e+08    6.84608e+10
            101    9.67393e+32    1.26985e+06    7.04723e+08    7.11553e+10
            102    1.19026e+33    1.38068e+06    7.31213e+08    7.39167e+10
            103    1.46268e+33    1.49933e+06    7.58363e+08    7.67454e+10
            104    1.79526e+33    1.62621e+06    7.86179e+08    7.96421e+10
            105    2.20083e+33    1.76173e+06     8.1467e+08    8.26071e+10
            106    2.69483e+33    1.90635e+06    8.43841e+08     8.5641e+10
            107    3.29585e+33    2.06053e+06    8.73699e+08    8.87442e+10
            108    4.02626e+33    2.22472e+06    9.04253e+08    9.19172e+10
            109    4.91294e+33    2.39941e+06    9.35508e+08    9.51604e+10
            110    5.98813e+33    2.58511e+06    9.67472e+08    9.84742e+10
            111     7.2905e+33    2.78233e+06    1.00015e+09    1.01859e+11
            112    8.86637e+33    2.99159e+06    1.03355e+09    1.05315e+11
            113    1.07711e+34    3.21343e+06    1.06768e+09    1.08843e+11
            114    1.30711e+34    3.44843e+06    1.10254e+09    1.12444e+11
            115    1.58453e+34    3.69714e+06    1.13815e+09    1.16116e+11
            116    1.91881e+34    3.96015e+06     1.1745e+09    1.19862e+11
            117     2.3212e+34    4.23808e+06    1.21161e+09    1.23681e+11
            118    2.80511e+34    4.53152e+06    1.24947e+09    1.27573e+11
            119    3.38646e+34    4.84113e+06    1.28811e+09    1.31539e+11
            120    4.08419e+34    5.16754e+06    1.32751e+09     1.3558e+11
            121     4.9208e+34    5.51141e+06     1.3677e+09    1.39694e+11
            122    5.92297e+34    5.87343e+06    1.40867e+09    1.43884e+11
            123    7.12234e+34    6.25428e+06    1.45043e+09    1.48148e+11
            124    8.55637e+34    6.65468e+06    1.49298e+09    1.52487e+11
            125    1.02694e+35    7.07534e+06    1.53634e+09    1.56901e+11
            126    1.23138e+35      7.517e+06     1.5805e+09    1.61392e+11
            127    1.47515e+35    7.98042e+06    1.62548e+09    1.65957e+11
            128    1.76556e+35    8.46635e+06    1.67128e+09    1.70599e+11
            129    2.11122e+35    8.97559e+06     1.7179e+09    1.75317e+11
            130    2.52228e+35    9.50892e+06    1.76536e+09    1.80112e+11
            131    3.01071e+35    1.00672e+07    1.81364e+09    1.84982e+11
            132    3.59056e+35    1.06511e+07    1.86277e+09     1.8993e+11
            133    4.27835e+35    1.12617e+07    1.91274e+09    1.94954e+11
            134    5.09351e+35    1.18996e+07    1.96357e+09    2.00055e+11
            135    6.05881e+35    1.25659e+07    2.01525e+09    2.05233e+11
            136    7.20097e+35    1.32613e+07    2.06779e+09    2.10488e+11
            137     8.5513e+35    1.39868e+07     2.1212e+09     2.1582e+11
            138    1.01464e+36    1.47433e+07    2.17548e+09    2.21229e+11
            139    1.20293e+36    1.55317e+07    2.23063e+09    2.26716e+11
            140      1.425e+36     1.6353e+07    2.28667e+09    2.32281e+11
            141    1.68671e+36     1.7208e+07    2.34359e+09    2.37922e+11
            142     1.9949e+36    1.80978e+07     2.4014e+09    2.43642e+11
            143    2.35755e+36    1.90233e+07    2.46011e+09    2.49438e+11
            144    2.78395e+36    1.99856e+07    2.51971e+09    2.55313e+11
            145    3.28493e+36    2.09856e+07    2.58022e+09    2.61265e+11
            146    3.87312e+36    2.20244e+07    2.64164e+09    2.67295e+11
            147    4.56317e+36    2.31029e+07    2.70397e+09    2.73402e+11
            148    5.37213e+36    2.42223e+07    2.76722e+09    2.79587e+11
            149    6.31981e+36    2.53835e+07    2.83139e+09    2.85849e+11
            150    7.42921e+36    2.65877e+07    2.89648e+09     2.9219e+11
            151      8.727e+36    2.78359e+07     2.9625e+09    2.98608e+11
            152    1.02441e+37    2.91292e+07    3.02946e+09    3.05103e+11
            153    1.20163e+37    3.04688e+07    3.09735e+09    3.11676e+11
            154    1.40852e+37    3.18556e+07    3.16619e+09    3.18326e+11
            155    1.64987e+37     3.3291e+07    3.23597e+09    3.25054e+11
            156    1.93123e+37    3.47759e+07     3.3067e+09    3.31859e+11
            157    2.25902e+37    3.63116e+07    3.37838e+09    3.38741e+11
            158    2.64064e+37    3.78992e+07    3.45102e+09    3.45701e+11
            159    3.08464e+37    3.95399e+07    3.52462e+09    3.52738e+11
            160    3.60087e+37    4.12348e+07    3.59919e+09    3.59851e+11
            161    4.20072e+37    4.29851e+07    3.67472e+09    3.67042e+11
            162    4.89726e+37    4.47921e+07    3.75122e+09    3.74309e+11
            163    5.70558e+37     4.6657e+07     3.8287e+09    3.81654e+11
            164    6.64302e+37    4.85809e+07    3.90716e+09    3.89075e+11
            165    7.72952e+37    5.05652e+07     3.9866e+09    3.96572e+11
            166    8.98801e+37    5.26109e+07    4.06702e+09    4.04146e+11
            167    1.04448e+38    5.47195e+07    4.14843e+09    4.11796e+11
            168    1.21302e+38    5.68921e+07    4.23083e+09    4.19522e+11
            169    1.40788e+38    5.91301e+07    4.31423e+09    4.27324e+11
            170    1.63304e+38    6.14346e+07    4.39862e+09    4.35202e+11
            171    1.89305e+38     6.3807e+07    4.48402e+09    4.43155e+11
            172    2.19314e+38    6.62485e+07    4.57042e+09    4.51184e+11
            173    2.53928e+38    6.87605e+07    4.65783e+09    4.59289e+11
            174    2.93831e+38    7.13443e+07    4.74624e+09    4.67469e+11
            175    3.39805e+38    7.40011e+07    4.83567e+09    4.75723e+11
            176    3.92742e+38    7.67324e+07    4.92611e+09    4.84053e+11
            177    4.53664e+38    7.95393e+07    5.01757e+09    4.92457e+11
            178    5.23735e+38    8.24233e+07    5.11006e+09    5.00936e+11
            179    6.04285e+38    8.53857e+07    5.20356e+09    5.09489e+11
            180    6.96831e+38    8.84279e+07     5.2981e+09    5.18116e+11
            181    8.03099e+38    9.15512e+07    5.39366e+09    5.26817e+11
            182    9.25061e+38    9.47569e+07    5.49025e+09    5.35592e+11
            183    1.06496e+39    9.80464e+07    5.58788e+09    5.44441e+11
            184    1.22534e+39    1.01421e+08    5.68654e+09    5.53363e+11
            185    1.40911e+39    1.04882e+08    5.78624e+09    5.62358e+11
            186    1.61957e+39    1.08432e+08    5.88699e+09    5.71425e+11
            187    1.86048e+39     1.1207e+08    5.98878e+09    5.80566e+11
            188    2.13608e+39      1.158e+08    6.09161e+09    5.89779e+11
            189    2.45123e+39    1.19621e+08    6.19549e+09    5.99064e+11
            190    2.81141e+39    1.23536e+08    6.30043e+09    6.08422e+11
            191    3.22284e+39    1.27546e+08    6.40641e+09    6.17851e+11
            192    3.69259e+39    1.31652e+08    6.51345e+09    6.27352e+11
            193    4.22865e+39    1.35856e+08    6.62155e+09    6.36924e+11
            194     4.8401e+39     1.4016e+08    6.73071e+09    6.46567e+11
            195    5.53718e+39    1.44563e+08    6.84092e+09    6.56281e+11
            196     6.3315e+39    1.49069e+08     6.9522e+09    6.66066e+11
            197     7.2362e+39    1.53678e+08    7.06455e+09    6.75921e+11
            198    8.26612e+39    1.58393e+08    7.17796e+09    6.85846e+11
            199    9.43805e+39    1.63213e+08    7.29245e+09    6.95841e+11
well = w_4
    E, kcal/mol    D, mol/kcal       w_4->w_2       w_4->w_6
              0    2.87359e+19        8.40266        1.37984
              1    4.74605e+19        20.1213        3.10973
              2    7.76732e+19        46.4838        6.89616
              3    1.26013e+20         102.68        15.0054
              4    2.02737e+20        215.731         31.855
              5     3.2357e+20        430.845        65.5254
              6    5.12468e+20        819.847        129.933
              7    8.05673e+20        1491.84        247.837
              8    1.25767e+21        2606.29        454.803
              9    1.94988e+21        4388.64        804.238
             10    3.00324e+21        7148.64        1373.57
             11    4.59636e+21        11301.2        2271.69
             12    6.99161e+21        17389.8        3647.66
             13    1.05723e+22        26112.6        5700.74
             14    1.58956e+22        38350.6        8691.72
             15    2.37674e+22        55198.4        12955.6
             16    3.53474e+22        77996.4        18915.2
             17    5.22971e+22         108366        27096.6
             18    7.69862e+22         148243        38145.1
             19    1.12779e+23         199921        52842.1
             20    1.64431e+23         266080        72123.6
             21    2.38639e+23         349837          97099
             22    3.44792e+23         454778         129070
             23    4.96003e+23         585000         169553
             24    7.10517e+23         745155         220295
             25    1.01362e+24         940485         283300
             26    1.44025e+24    1.17687e+06         360847
             27    2.03848e+24    1.46086e+06         455513
             28    2.87422e+24    1.79971e+06         570190
             29     4.0376e+24    2.20145e+06         708113
             30    5.65139e+24    2.67488e+06         872874
             31    7.88233e+24    3.22962e+06    1.06845e+06
             32    1.09561e+25    3.87617e+06    1.29921e+06
             33    1.51774e+25    4.62591e+06    1.56996e+06
             34    2.09561e+25    5.49116e+06    1.88592e+06
             35    2.88423e+25    6.48519e+06     2.2528e+06
             36    3.95717e+25    7.62226e+06    2.67676e+06
             37    5.41261e+25    8.91764e+06    3.16445e+06
             38    7.38115e+25    1.03877e+07    3.72307e+06
             39    1.00361e+26    1.20497e+07    4.36028e+06
             40    1.36069e+26    1.39222e+07    5.08434e+06
             41    1.83962e+26    1.60249e+07    5.90402e+06
             42    2.48028e+26    1.83783e+07    6.82866e+06
             43    3.33503e+26    2.10044e+07    7.86821e+06
             44    4.47249e+26    2.39262e+07    9.03315e+06
             45    5.98237e+26    2.71679e+07    1.03346e+07
             46    7.98165e+26    3.07549e+07    1.17843e+07
             47    1.06226e+27    3.47137e+07    1.33945e+07
             48    1.41028e+27    3.90723e+07    1.51782e+07
             49    1.86783e+27    4.38595e+07    1.71489e+07
             50    2.46802e+27    4.91056e+07    1.93209e+07
             51    3.25354e+27    5.48421e+07    2.17089e+07
             52    4.27935e+27    6.11017e+07    2.43283e+07
             53    5.61608e+27    6.79181e+07    2.71954e+07
             54    7.35426e+27    7.53267e+07    3.03268e+07
             55    9.60973e+27    8.33636e+07    3.37398e+07
             56    1.25305e+28    9.20664e+07    3.74525e+07
             57    1.63051e+28    1.01474e+08    4.14834e+07
             58    2.11735e+28    1.11626e+08    4.58519e+07
             59    2.74405e+28    1.22564e+08    5.05777e+07
             60    3.54924e+28     1.3433e+08    5.56815e+07
             61    4.58181e+28    1.46968e+08    6.11842e+07
             62    5.90353e+28    1.60522e+08    6.71076e+07
             63    7.59228e+28    1.75038e+08     7.3474e+07
             64    9.74612e+28    1.90564e+08    8.03063e+07
             65    1.24883e+29    2.07146e+08    8.76281e+07
             66    1.59734e+29    2.24835e+08    9.54633e+07
             67    2.03953e+29    2.43681e+08    1.03837e+08
             68    2.59962e+29    2.63734e+08    1.12773e+08
             69    3.30788e+29    2.85048e+08    1.22299e+08
             70    4.20205e+29    3.07676e+08     1.3244e+08
             71     5.3291e+29    3.31672e+08    1.43224e+08
             72    6.74745e+29    3.57092e+08    1.54676e+08
             73    8.52959e+29    3.83991e+08    1.66827e+08
             74    1.07654e+30    4.12428e+08    1.79702e+08
             75    1.35662e+30    4.42461e+08    1.93332e+08
             76    1.70693e+30    4.74149e+08    2.07746e+08
             77    2.14446e+30    5.07551e+08    2.22974e+08
             78    2.69012e+30     5.4273e+08    2.39044e+08
             79    3.36967e+30    5.79746e+08    2.55989e+08
             80    4.21476e+30    6.18663e+08     2.7384e+08
             81    5.26426e+30    6.59543e+08    2.92626e+08
             82    6.56581e+30    7.02451e+08    3.12381e+08
             83    8.17779e+30    7.47452e+08    3.33136e+08
             84    1.01715e+31    7.94612e+08    3.54924e+08
             85    1.26343e+31    8.43996e+08    3.77778e+08
             86    1.56723e+31    8.95671e+08    4.01731e+08
             87    1.94152e+31    9.49707e+08    4.26816e+08
             88    2.40208e+31    1.00617e+09    4.53067e+08
             89    2.96807e+31    1.06513e+09    4.80519e+08
             90    3.66278e+31    1.12665e+09    5.09204e+08
             91    4.51443e+31    1.19082e+09    5.39159e+08
             92    5.55724e+31    1.25768e+09    5.70418e+08
             93    6.83258e+31    1.32733e+09    6.03015e+08
             94    8.39049e+31    1.39982e+09    6.36986e+08
             95    1.02914e+32    1.47524e+09    6.72367e+08
             96    1.26081e+32    1.55365e+09    7.09193e+08
             97    1.54283e+32    1.63512e+09      7.475e+08
             98    1.88578e+32    1.71974e+09    7.87324e+08
             99    2.30235e+32    1.80756e+09    8.28701e+08
            100     2.8078e+32    1.89868e+09    8.71666e+08
            101    3.42043e+32    1.99315e+09    9.16258e+08
            102    4.16217e+32    2.09107e+09     9.6251e+08
            103    5.05929e+32    2.19249e+09    1.01046e+09
            104    6.14321e+32    2.29749e+09    1.06015e+09
            105    7.45149e+32    2.40616e+09    1.11161e+09
            106    9.02896e+32    2.51857e+09    1.16487e+09
            107    1.09291e+33    2.63478e+09    1.21998e+09
            108    1.32156e+33    2.75488e+09    1.27697e+09
            109    1.59645e+33    2.87895e+09    1.33588e+09
            110    1.92658e+33    3.00706e+09    1.39675e+09
            111     2.3227e+33    3.13928e+09    1.45961e+09
            112    2.79752e+33    3.27569e+09    1.52449e+09
            113    3.36618e+33    3.41638e+09    1.59144e+09
            114    4.04655e+33    3.56141e+09     1.6605e+09
            115    4.85986e+33    3.71086e+09    1.73169e+09
            116     5.8312e+33     3.8648e+09    1.80505e+09
            117    6.99021e+33    4.02332e+09    1.88063e+09
            118    8.37194e+33     4.1865e+09    1.95846e+09
            119    1.00177e+34    4.35439e+09    2.03857e+09
            120    1.19764e+34     4.5271e+09      2.121e+09
            121    1.43053e+34    4.70468e+09    2.20578e+09
            122    1.70721e+34    4.88722e+09    2.29296e+09
            123    2.03564e+34    5.07479e+09    2.38256e+09
            124    2.42517e+34    5.26746e+09    2.47463e+09
            125    2.88679e+34    5.46532e+09     2.5692e+09
            126    3.43339e+34    5.66844e+09     2.6663e+09
            127    4.08009e+34     5.8769e+09    2.76597e+09
            128    4.84462e+34    6.09076e+09    2.86824e+09
            129    5.74771e+34    6.31011e+09    2.97316e+09
            130    6.81364e+34    6.53502e+09    3.08074e+09
            131     8.0708e+34    6.76556e+09    3.19104e+09
            132    9.55236e+34    7.00181e+09    3.30408e+09
            133     1.1297e+35    7.24385e+09    3.41989e+09
            134      1.335e+35    7.49174e+09    3.53851e+09
            135    1.57639e+35    7.74556e+09    3.65998e+09
            136    1.86001e+35    8.00539e+09    3.78432e+09
            137    2.19301e+35    8.27129e+09    3.91157e+09
            138    2.58369e+35    8.54334e+09    4.04177e+09
            139    3.04173e+35    8.82162e+09    4.17494e+09
            140    3.57834e+35    9.10619e+09    4.31112e+09
            141    4.20656e+35    9.39713e+09    4.45033e+09
            142    4.94152e+35     9.6945e+09    4.59262e+09
            143    5.80076e+35    9.99838e+09    4.73801e+09
            144    6.80459e+35    1.03088e+10    4.88654e+09
            145    7.97657e+35     1.0626e+10    5.03823e+09
            146    9.34391e+35    1.09498e+10    5.19312e+09
            147    1.09381e+36    1.12804e+10    5.35123e+09
            148    1.27956e+36    1.16179e+10     5.5126e+09
            149    1.49585e+36    1.19623e+10    5.67726e+09
            150    1.74753e+36    1.23137e+10    5.84523e+09
            151     2.0402e+36    1.26722e+10    6.01655e+09
            152    2.38032e+36    1.30378e+10    6.19124e+09
            153    2.77534e+36    1.34106e+10    6.36933e+09
            154    3.23382e+36    1.37906e+10    6.55086e+09
            155    3.76563e+36     1.4178e+10    6.73585e+09
            156    4.38212e+36    1.45728e+10    6.92432e+09
            157    5.09634e+36    1.49751e+10     7.1163e+09
            158    5.92328e+36    1.53849e+10    7.31183e+09
            159    6.88014e+36    1.58023e+10    7.51093e+09
            160    7.98668e+36    1.62273e+10    7.71362e+09
            161    9.26556e+36    1.66601e+10    7.91993e+09
            162    1.07427e+37    1.71006e+10    8.12989e+09
            163     1.2448e+37     1.7549e+10    8.34353e+09
            164    1.44154e+37    1.80053e+10    8.56085e+09
            165     1.6684e+37    1.84695e+10    8.78191e+09
            166    1.92983e+37    1.89418e+10    9.00671e+09
            167    2.23093e+37    1.94222e+10    9.23528e+09
            168    2.57754e+37    1.99107e+10    9.46764e+09
            169    2.97632e+37    2.04075e+10    9.70383e+09
            170    3.43484e+37    2.09125e+10    9.94385e+09
            171     3.9618e+37    2.14258e+10    1.01877e+10
            172    4.56706e+37    2.19475e+10    1.04355e+10
            173     5.2619e+37    2.24777e+10    1.06872e+10
            174    6.05914e+37    2.30164e+10    1.09428e+10
            175    6.97339e+37    2.35636e+10    1.12024e+10
            176    8.02129e+37    2.41194e+10    1.14659e+10
            177    9.22175e+37     2.4684e+10    1.17335e+10
            178    1.05963e+38    2.52572e+10    1.20051e+10
            179    1.21693e+38    2.58392e+10    1.22806e+10
            180    1.39685e+38      2.643e+10    1.25603e+10
            181    1.60255e+38    2.70298e+10     1.2844e+10
            182    1.83759e+38    2.76384e+10    1.31318e+10
            183    2.10604e+38    2.82561e+10    1.34238e+10
            184    2.41249e+38    2.88828e+10    1.37198e+10
            185    2.76215e+38    2.95186e+10    1.40201e+10
            186    3.16091e+38    3.01635e+10    1.43245e+10
            187    3.61546e+38    3.08176e+10     1.4633e+10
            188    4.13335e+38     3.1481e+10    1.49458e+10
            189    4.72312e+38    3.21537e+10    1.52628e+10
            190    5.39446e+38    3.28357e+10     1.5584e+10
            191    6.15826e+38    3.35271e+10    1.59095e+10
            192    7.02687e+38    3.42279e+10    1.62393e+10
            193    8.01422e+38    3.49382e+10    1.65733e+10
            194    9.13602e+38     3.5658e+10    1.69117e+10
            195      1.041e+39    3.63875e+10    1.72543e+10
            196    1.18562e+39    3.71265e+10    1.76013e+10
            197    1.34971e+39    3.78752e+10    1.79527e+10
            198    1.53581e+39    3.86337e+10    1.83084e+10
            199    1.74678e+39    3.94018e+10    1.86684e+10
well = w_6
    E, kcal/mol    D, mol/kcal       w_6->w_4
              0    1.01315e+18        39.1361
              1     1.8072e+18        81.6672
              2    3.18303e+18        168.282
              3    5.53941e+18        341.351
              4    9.53107e+18        677.592
              5    1.62225e+19        1306.96
              6    2.73284e+19        2436.53
              7     4.5587e+19         4380.1
              8    7.53333e+19        7592.83
              9    1.23376e+20        12710.5
             10    2.00327e+20        20592.1
             11      3.226e+20        32366.7
             12    5.15409e+20        49481.2
             13    8.17213e+20        73750.7
             14     1.2863e+21         107409
             15    2.01042e+21         153162
             16    3.12095e+21         214231
             17    4.81329e+21         294409
             18    7.37657e+21         398105
             19    1.12361e+22         530386
             20    1.70143e+22         697024
             21    2.56173e+22         904530
             22    3.83577e+22    1.16019e+06
             23    5.71278e+22    1.47211e+06
             24    8.46425e+22    1.84923e+06
             25     1.2478e+23    2.30134e+06
             26    1.83053e+23    2.83914e+06
             27     2.6727e+23    3.47421e+06
             28    3.88438e+23    4.21908e+06
             29    5.62015e+23    5.08719e+06
             30     8.0962e+23    6.09293e+06
             31    1.16138e+24    7.25161e+06
             32     1.6591e+24    8.57953e+06
             33    2.36062e+24    1.00939e+07
             34    3.34564e+24    1.18129e+07
             35    4.72361e+24    1.37556e+07
             36    6.64433e+24     1.5942e+07
             37    9.31217e+24    1.83931e+07
             38     1.3005e+25    2.11307e+07
             39    1.80995e+25    2.41776e+07
             40    2.51048e+25    2.75573e+07
             41    3.47065e+25    3.12942e+07
             42     4.7826e+25    3.54138e+07
             43    6.56971e+25    3.99419e+07
             44     8.9968e+25    4.49056e+07
             45    1.22834e+26    5.03325e+07
             46    1.67212e+26    5.62508e+07
             47    2.26966e+26    6.26897e+07
             48    3.07201e+26    6.96789e+07
             49     4.1465e+26    7.72489e+07
             50    5.58164e+26    8.54306e+07
             51     7.4935e+26    9.42558e+07
             52     1.0034e+27    1.03757e+08
             53    1.34016e+27    1.13966e+08
             54    1.78544e+27    1.24916e+08
             55    2.37284e+27    1.36643e+08
             56    3.14588e+27    1.49178e+08
             57    4.16091e+27    1.62558e+08
             58    5.49066e+27    1.76817e+08
             59    7.22886e+27    1.91991e+08
             60    9.49603e+27    2.08115e+08
             61    1.24468e+28    2.25225e+08
             62    1.62793e+28    2.43359e+08
             63    2.12467e+28    2.62551e+08
             64    2.76721e+28    2.82839e+08
             65    3.59667e+28    3.04261e+08
             66    4.66534e+28    3.26853e+08
             67    6.03955e+28    3.50652e+08
             68    7.80332e+28    3.75697e+08
             69    1.00629e+29    4.02024e+08
             70    1.29522e+29    4.29671e+08
             71    1.66403e+29    4.58676e+08
             72    2.13396e+29    4.89077e+08
             73    2.73168e+29    5.20912e+08
             74    3.49063e+29    5.54217e+08
             75    4.45269e+29    5.89032e+08
             76    5.67018e+29    6.25393e+08
             77    7.20837e+29    6.63337e+08
             78    9.14861e+29    7.02903e+08
             79    1.15921e+30    7.44128e+08
             80    1.46645e+30    7.87049e+08
             81    1.85217e+30    8.31703e+08
             82    2.33569e+30    8.78127e+08
             83    2.94089e+30    9.26358e+08
             84    3.69727e+30    9.76431e+08
             85    4.64121e+30    1.02838e+09
             86    5.81754e+30    1.08225e+09
             87    7.28137e+30    1.13807e+09
             88    9.10044e+30    1.19588e+09
             89    1.13578e+31    1.25571e+09
             90    1.41553e+31     1.3176e+09
             91    1.76176e+31    1.38157e+09
             92    2.18967e+31    1.44768e+09
             93    2.71788e+31    1.51594e+09
             94    3.36902e+31     1.5864e+09
             95     4.1707e+31    1.65909e+09
             96    5.15648e+31    1.73404e+09
             97    6.36713e+31    1.81128e+09
             98    7.85213e+31    1.89085e+09
             99    9.67145e+31    1.97278e+09
            100    1.18977e+32     2.0571e+09
            101    1.46186e+32    2.14383e+09
            102    1.79404e+32    2.23302e+09
            103    2.19909e+32     2.3247e+09
            104    2.69245e+32    2.41888e+09
            105    3.29269e+32    2.51561e+09
            106    4.02216e+32    2.61491e+09
            107    4.90771e+32    2.71681e+09
            108    5.98158e+32    2.82134e+09
            109     7.2824e+32    2.92852e+09
            110     8.8565e+32    3.03839e+09
            111    1.07593e+33    3.15098e+09
            112     1.3057e+33     3.2663e+09
            113    1.58288e+33    3.38439e+09
            114    1.91691e+33    3.50526e+09
            115    2.31906e+33    3.62896e+09
            116    2.80273e+33     3.7555e+09
            117    3.38388e+33     3.8849e+09
            118    4.08148e+33    4.01719e+09
